gds,gm,id,vdsat,vth,v(g)
4.931422e-07,2.935173e-05,1.485461e-06,0.03458362,0.6218303,0.56
5.988206e-07,3.552733e-05,1.84768e-06,0.03641604,0.6205811,0.57
7.211354e-07,4.278085e-05,2.2864e-06,0.03853768,0.6192873,0.58
8.61426e-07,5.123202e-05,2.815428e-06,0.04096922,0.617937,0.59
1.020865e-06,6.098506e-05,3.450312e-06,0.04372757,0.616517,0.6
1.200392e-06,7.21179e-05,4.208237e-06,0.04682468,0.6150127,0.61
1.400664e-06,8.467172e-05,5.107818e-06,0.05026656,0.6134082,0.62
1.622017e-06,9.864336e-05,6.168818e-06,0.05405274,0.6116858,0.63
1.86441e-06,0.0001139785,7.411528e-06,0.05817541,0.6098282,0.64
2.127488e-06,0.000130576,8.856593e-06,0.06262056,0.6078158,0.65
2.410555e-06,0.0001482914,1.052429e-05,0.06736794,0.6056285,0.66
2.712635e-06,0.0001669476,1.243412e-05,0.07239214,0.6032461,0.67
3.032512e-06,0.0001863476,1.460436e-05,0.07766378,0.6006482,0.68
3.368798e-06,0.0002062888,1.705175e-05,0.08315073,0.5978144,0.69
3.719979e-06,0.0002265745,1.979124e-05,0.08881927,0.5947248,0.7
4.084473e-06,0.0002470244,2.283587e-05,0.09463513,0.5913601,0.71
4.460485e-06,0.0002674711,2.619477e-05,0.1005615,0.5877102,0.72
4.847851e-06,0.0002878567,2.989247e-05,0.106587,0.5836901,0.73
5.243917e-06,0.0003080153,3.392639e-05,0.1126632,0.5793306,0.74
5.646928e-06,0.0003278537,3.829944e-05,0.1187562,0.5746249,0.75
6.055216e-06,0.0003473029,4.301242e-05,0.1248348,0.5695658,0.76
6.467066e-06,0.0003663078,4.806201e-05,0.1308678,0.5641534,0.77
6.880659e-06,0.0003848217,5.343932e-05,0.136824,0.558399,0.78
7.294013e-06,0.0004028012,5.912779e-05,0.1426712,0.5523317,0.79
7.704926e-06,0.0004202024,6.510046e-05,0.1483761,0.5460063,0.8
8.110946e-06,0.0004369788,7.13168e-05,0.1539052,0.5395143,0.81
8.50943e-06,0.0004530825,7.772011e-05,0.159226,0.5329942,0.82
8.897739e-06,0.0004684706,8.423756e-05,0.1643118,0.5266353,0.83
